epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.01376, 0.99739, 0.96700, 0.40602, 1,
  1, 0.23108, 0.91915, 0.20000, 0.00000, 0,
  2, 0.13975, 0.95473, 0.88533, 0.43609, 0,
  3, 0.12421, 0.95864, 0.36367, 0.56391, 0,
  4, 0.10563, 0.96516, 0.44667, 0.48872, 0,
  5, 0.10303, 0.96684, 0.64233, 0.49624, 0,
  6, 0.08484, 0.97466, 0.90433, 0.48120, 0,
  7, 0.07395, 0.97504, 0.98167, 0.58647, 1,
  8, 0.07358, 0.97690, 0.90600, 0.45113, 0,
  9, 0.07096, 0.97671, 0.94867, 0.48120, 0,
 10, 0.05161, 0.98528, 0.96800, 0.54135, 0,
 11, 0.05376, 0.98137, 0.98333, 0.43609, 1,
 12, 0.04939, 0.98528, 0.95433, 0.48872, 0,
 13, 0.04286, 0.98920, 0.97500, 0.48120, 0,
 14, 0.03947, 0.98975, 0.96067, 0.48120, 0,
 15, 0.03711, 0.98882, 0.94200, 0.42857, 0,
 16, 0.02884, 0.99180, 0.97867, 0.66917, 0,
 17, 0.03396, 0.98920, 0.97167, 0.49624, 0,
 18, 0.02510, 0.99162, 0.96067, 0.44361, 0,
 19, 0.01737, 0.99553, 0.20000, 0.00000, 0,
 20, 0.02609, 0.99423, 0.96400, 0.48872, 0,
 21, 0.01960, 0.99385, 0.97867, 0.66165, 0,
 22, 0.02087, 0.99553, 0.98333, 0.53383, 0,
 23, 0.01587, 0.99627, 0.97533, 0.53383, 0,
 24, 0.01635, 0.99590, 0.98200, 0.65414, 0,
 25, 0.01374, 0.99609, 0.97267, 0.63910, 0,
 26, 0.01272, 0.99721, 0.96900, 0.54135, 0,
 27, 0.01281, 0.99702, 0.98033, 0.45865, 0,
 28, 0.00783, 0.99851, 0.97600, 0.63158, 0,
 29, 0.01103, 0.99683, 0.97133, 0.50376, 0,
 30, 0.00745, 0.99832, 0.96900, 0.48872, 0,
 31, 0.00857, 0.99776, 0.96667, 0.55639, 0,
 32, 0.01027, 0.99739, 0.20200, 1.00000, 0,
 33, 0.00666, 0.99907, 0.97300, 0.48872, 0,
 34, 0.00620, 0.99832, 0.98267, 0.54887, 0,
 35, 0.00727, 0.99832, 0.97000, 0.66165, 0,
 36, 0.01058, 0.99758, 0.20000, 0.00000, 0,
 37, 0.00484, 0.99851, 0.97800, 0.54135, 0,
 38, 0.00864, 0.99776, 0.97800, 0.52632, 0,
 39, 0.00488, 0.99925, 0.96767, 0.48120, 0,
 40, 0.00590, 0.99814, 0.96300, 0.42105, 0,
 41, 0.00527, 0.99925, 0.96500, 0.48120, 0,
 42, 0.00510, 0.99870, 0.21133, 1.00000, 0,
 43, 0.00476, 0.99907, 0.96267, 0.48872, 0,
 44, 0.00381, 0.99907, 0.97900, 0.51128, 0,
 45, 0.00363, 0.99888, 0.97533, 0.51128, 0,
 46, 0.00498, 0.99832, 0.96700, 0.48872, 0,
 47, 0.00375, 0.99925, 0.20000, 0.00000, 0,
 48, 0.00409, 0.99907, 0.95900, 0.50376, 0,
 49, 0.00341, 0.99925, 0.97100, 0.52632, 0,
