epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.04862, 0.98661, 0.96867, 0.49624, 1,
  1, 0.12708, 0.96244, 0.72067, 0.49624, 0,
  2, 0.08780, 0.97192, 0.56500, 0.29323, 0,
  3, 0.09630, 0.97285, 0.97700, 0.46617, 1,
  4, 0.07745, 0.97676, 0.94200, 0.48120, 0,
  5, 0.06060, 0.97917, 0.96600, 0.48872, 0,
  6, 0.06345, 0.97899, 0.85900, 0.46617, 0,
  7, 0.05870, 0.98438, 0.90400, 0.41353, 0,
  8, 0.04177, 0.98940, 0.97767, 0.57895, 1,
  9, 0.05842, 0.98066, 0.98300, 0.45113, 1,
 10, 0.03988, 0.98847, 0.92333, 0.53383, 0,
 11, 0.03204, 0.98959, 0.96800, 0.58647, 0,
 12, 0.03132, 0.99145, 0.97800, 0.51880, 0,
 13, 0.02278, 0.99368, 0.96967, 0.65414, 0,
 14, 0.02032, 0.99424, 0.97433, 0.46617, 0,
 15, 0.02667, 0.99182, 0.97700, 0.54887, 0,
 16, 0.01565, 0.99554, 0.98333, 0.54135, 1,
 17, 0.02159, 0.99405, 0.98300, 0.51880, 0,
 18, 0.01857, 0.99498, 0.97767, 0.52632, 0,
 19, 0.01595, 0.99628, 0.98167, 0.66917, 0,
 20, 0.02002, 0.99442, 0.97267, 0.45865, 0,
 21, 0.00809, 0.99795, 0.96533, 0.74436, 0,
 22, 0.01204, 0.99628, 0.96967, 0.51128, 0,
 23, 0.00747, 0.99851, 0.69433, 0.49624, 0,
 24, 0.01424, 0.99684, 0.97333, 0.49624, 0,
 25, 0.00704, 0.99814, 0.97000, 0.49624, 0,
 26, 0.00759, 0.99833, 0.96900, 0.53383, 0,
 27, 0.00719, 0.99833, 0.97467, 0.53383, 0,
 28, 0.00669, 0.99795, 0.97267, 0.51128, 0,
 29, 0.00734, 0.99795, 0.20000, 0.00000, 0,
 30, 0.00671, 0.99814, 0.97767, 0.63158, 0,
 31, 0.00527, 0.99870, 0.97533, 0.66165, 0,
 32, 0.00617, 0.99851, 0.98467, 0.66917, 1,
 33, 0.00863, 0.99758, 0.20000, 0.00000, 0,
 34, 0.00578, 0.99870, 0.97067, 0.50376, 0,
 35, 0.00460, 0.99870, 0.97933, 0.55639, 0,
 36, 0.00584, 0.99814, 0.97467, 0.54887, 0,
 37, 0.00521, 0.99907, 0.97867, 0.54135, 0,
 38, 0.00498, 0.99907, 0.96400, 0.50376, 0,
 39, 0.00591, 0.99851, 0.97300, 0.51880, 0,
 40, 0.00387, 0.99851, 0.98600, 0.63158, 1,
 41, 0.00419, 0.99888, 0.97667, 0.58647, 0,
 42, 0.00499, 0.99851, 0.98167, 0.57143, 0,
 43, 0.00502, 0.99851, 0.94167, 0.48120, 0,
 44, 0.00425, 0.99888, 0.96933, 0.54887, 0,
 45, 0.00354, 0.99907, 0.97167, 0.54887, 0,
 46, 0.00327, 0.99944, 0.97767, 0.57895, 0,
 47, 0.00528, 0.99833, 0.97600, 0.54887, 0,
 48, 0.00328, 0.99888, 0.97733, 0.54887, 0,
 49, 0.00415, 0.99851, 0.97867, 0.60902, 0,
