epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.99945, 0.56437, 0.20000, 0.01504, 1,
  1, 0.72902, 0.70859, 0.96933, 0.39850, 1,
  2, 0.45056, 0.81610, 0.20233, 0.02256, 0,
  3, 0.37036, 0.86603, 0.20033, 0.01504, 0,
  4, 0.25742, 0.91038, 0.72633, 0.54887, 0,
  5, 0.21844, 0.92659, 0.45233, 0.45865, 0,
  6, 0.17408, 0.94261, 0.97967, 0.41353, 1,
  7, 0.16194, 0.94895, 0.77067, 0.48872, 0,
  8, 0.12949, 0.95640, 0.96733, 0.19549, 0,
  9, 0.11788, 0.96199, 0.94567, 0.35338, 0,
 10, 0.12858, 0.95472, 0.94567, 0.48872, 0,
 11, 0.10310, 0.96590, 0.94033, 0.54135, 0,
 12, 0.09766, 0.96963, 0.28700, 0.51128, 0,
 13, 0.08486, 0.97354, 0.98733, 0.62406, 1,
 14, 0.08354, 0.97485, 0.93267, 0.48872, 0,
 15, 0.07441, 0.97932, 0.96600, 0.49624, 0,
 16, 0.07152, 0.97541, 0.98067, 0.48120, 0,
 17, 0.06084, 0.98230, 0.93800, 0.51880, 0,
 18, 0.05560, 0.98323, 0.96800, 0.60150, 0,
 19, 0.05129, 0.98360, 0.98100, 0.45113, 0,
 20, 0.04724, 0.98621, 0.96333, 0.53383, 0,
 21, 0.04899, 0.98547, 0.96000, 0.53383, 0,
 22, 0.03941, 0.98957, 0.91167, 0.48120, 0,
 23, 0.03344, 0.99143, 0.98600, 0.60150, 0,
 24, 0.03713, 0.98882, 0.88300, 0.57895, 0,
 25, 0.02503, 0.99329, 0.96367, 0.50376, 0,
 26, 0.02794, 0.99255, 0.97367, 0.53383, 0,
 27, 0.02481, 0.99460, 0.96733, 0.54887, 0,
 28, 0.02445, 0.99348, 0.88900, 0.49624, 0,
 29, 0.02126, 0.99478, 0.97933, 0.48872, 0,
 30, 0.02308, 0.99217, 0.97300, 0.57895, 0,
 31, 0.01298, 0.99795, 0.98000, 0.51880, 0,
 32, 0.02054, 0.99366, 0.98467, 0.60902, 0,
 33, 0.01455, 0.99646, 0.98500, 0.49624, 0,
 34, 0.01635, 0.99590, 0.98100, 0.60150, 0,
 35, 0.01663, 0.99590, 0.97133, 0.48872, 0,
 36, 0.01562, 0.99665, 0.97367, 0.58647, 0,
 37, 0.01123, 0.99739, 0.95500, 0.49624, 0,
 38, 0.01093, 0.99739, 0.98767, 0.56391, 1,
 39, 0.01330, 0.99702, 0.96167, 0.57143, 0,
 40, 0.00939, 0.99795, 0.96867, 0.57143, 0,
 41, 0.00988, 0.99832, 0.97900, 0.58647, 0,
 42, 0.00830, 0.99795, 0.98700, 0.56391, 0,
 43, 0.00765, 0.99870, 0.97500, 0.58647, 0,
 44, 0.00905, 0.99832, 0.97333, 0.51128, 0,
 45, 0.00843, 0.99795, 0.97400, 0.51880, 0,
 46, 0.00915, 0.99832, 0.96067, 0.51128, 0,
 47, 0.00968, 0.99776, 0.97000, 0.56391, 0,
 48, 0.00861, 0.99776, 0.97733, 0.53383, 0,
 49, 0.00764, 0.99814, 0.98333, 0.72932, 0,
