epoch, training_loss, training_acc, test_acc, counterexample_acc, is_new_best,
  0, 0.01408, 0.99646, 0.97433, 0.45113, 1,
  1, 0.23726, 0.92530, 0.20000, 1.00000, 0,
  2, 0.12257, 0.95827, 0.97767, 0.38346, 1,
  3, 0.11130, 0.96628, 0.95300, 0.27068, 0,
  4, 0.10928, 0.96591, 0.97300, 0.48120, 0,
  5, 0.09277, 0.97206, 0.85067, 0.48120, 0,
  6, 0.08542, 0.97355, 0.38600, 0.45865, 0,
  7, 0.06395, 0.98081, 0.35433, 0.96241, 0,
  8, 0.08202, 0.97653, 0.97467, 0.56391, 0,
  9, 0.05923, 0.98063, 0.81467, 0.42105, 0,
 10, 0.06115, 0.98193, 0.88300, 0.41353, 0,
 11, 0.04846, 0.98696, 0.97633, 0.53383, 0,
 12, 0.05502, 0.98323, 0.20000, 1.00000, 0,
 13, 0.03879, 0.98808, 0.96900, 0.34586, 0,
 14, 0.03799, 0.98864, 0.98333, 0.47368, 1,
 15, 0.03612, 0.98808, 0.81633, 0.48120, 0,
 16, 0.04220, 0.98808, 0.97933, 0.38346, 0,
 17, 0.02697, 0.99124, 0.32100, 0.00000, 0,
 18, 0.01951, 0.99553, 0.98033, 0.42105, 0,
 19, 0.02923, 0.99199, 0.98000, 0.44361, 0,
 20, 0.02280, 0.99367, 0.94567, 0.48872, 0,
 21, 0.01552, 0.99478, 0.97733, 0.45865, 0,
 22, 0.01972, 0.99534, 0.97200, 0.42857, 0,
 23, 0.01501, 0.99553, 0.95633, 0.48120, 0,
 24, 0.01660, 0.99553, 0.96767, 0.48872, 0,
 25, 0.01148, 0.99702, 0.95333, 0.48120, 0,
 26, 0.00939, 0.99758, 0.96200, 0.45113, 0,
 27, 0.01026, 0.99739, 0.96133, 0.51880, 0,
 28, 0.01416, 0.99702, 0.97700, 0.48872, 0,
 29, 0.00838, 0.99758, 0.97400, 0.53383, 0,
 30, 0.00959, 0.99739, 0.37400, 0.62406, 0,
 31, 0.00519, 0.99907, 0.97867, 0.50376, 0,
 32, 0.00977, 0.99758, 0.97867, 0.47368, 0,
 33, 0.00748, 0.99739, 0.98000, 0.49624, 0,
 34, 0.00822, 0.99758, 0.97600, 0.48872, 0,
 35, 0.00689, 0.99776, 0.97100, 0.47368, 0,
 36, 0.00695, 0.99795, 0.97367, 0.48872, 0,
 37, 0.00517, 0.99888, 0.95233, 0.48120, 0,
 38, 0.00428, 0.99888, 0.97267, 0.48120, 0,
 39, 0.00618, 0.99888, 0.97933, 0.48120, 0,
 40, 0.00484, 0.99888, 0.20033, 1.00000, 0,
 41, 0.00464, 0.99870, 0.96433, 0.48872, 0,
 42, 0.00553, 0.99870, 0.98433, 0.27820, 1,
 43, 0.00461, 0.99888, 0.97333, 0.48872, 0,
 44, 0.00450, 0.99851, 0.96767, 0.48872, 0,
 45, 0.00439, 0.99888, 0.97233, 0.47368, 0,
 46, 0.00420, 0.99888, 0.96833, 0.48872, 0,
 47, 0.00252, 0.99925, 0.97400, 0.47368, 0,
 48, 0.00401, 0.99907, 0.97500, 0.47368, 0,
 49, 0.00431, 0.99870, 0.97533, 0.47368, 0,
